Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,pH,flowrate_cmh,source
200.0,9.13,Stainless Steel,ASTM A333 Grade 6,2500.0,93.4,10.66,9.83,107.67,8.0,Critical,7.91,366.44,original
500.0,10.21,Carbon Steel,ASTM A106 Grade B,1500.0,-17.0,19.81,0.94,9.21,14.0,Normal,8.33,2605.76,original
800.0,22.07,Fiberglass,API 5L X52,600.0,21.1,2.71,2.17,9.83,11.0,Moderate,8.23,6880.84,original
500.0,9.71,Carbon Steel,API 5L X65,900.0,24.1,10.87,1.93,19.88,25.0,Normal,8.41,2605.76,original
150.0,5.73,PVC,ASTM A333 Grade 6,600.0,67.9,2.75,9.36,163.35,17.0,Critical,7.98,191.13,original
400.0,14.7,Stainless Steel,ASTM A333 Grade 6,2500.0,70.1,2.84,7.55,51.36,15.0,Critical,7.98,1633.13,original
600.0,13.23,Stainless Steel,API 5L X42,300.0,148.2,4.96,7.11,53.74,10.0,Critical,7.96,1966.02,original
300.0,15.67,HDPE,ASTM A333 Grade 6,150.0,14.1,2.73,1.0,6.38,21.0,Normal,8.48,229.1,original
200.0,9.5,Fiberglass,API 5L X52,600.0,29.6,19.1,9.01,94.84,16.0,Critical,7.84,366.44,original
100.0,4.65,Carbon Steel,ASTM A106 Grade B,1500.0,48.8,9.19,1.59,34.19,5.0,Normal,8.42,72.38,original
1200.0,34.92,HDPE,ASTM A333 Grade 6,300.0,79.3,3.55,6.92,19.82,12.0,Critical,7.97,8137.61,original
600.0,21.33,HDPE,ASTM A333 Grade 6,300.0,100.1,6.63,7.16,33.57,15.0,Critical,7.94,1966.02,original
500.0,17.85,Fiberglass,API 5L X42,150.0,20.7,6.86,8.76,49.08,10.0,Critical,7.94,673.26,original
1200.0,22.83,PVC,ASTM A106 Grade B,900.0,42.1,7.33,4.45,19.49,10.0,Moderate,8.19,15747.67,original
800.0,18.33,Stainless Steel,API 5L X42,1500.0,104.9,5.68,3.2,17.46,10.0,Moderate,8.2,6880.84,original
600.0,12.39,PVC,API 5L X65,1500.0,56.0,19.13,7.83,63.2,22.0,Critical,7.84,3804.59,original
300.0,12.86,Fiberglass,ASTM A333 Grade 6,900.0,88.9,11.84,5.2,40.44,18.0,Critical,7.9,886.68,original
1200.0,24.24,PVC,ASTM A106 Grade B,900.0,-34.4,5.08,8.54,35.23,25.0,Critical,7.96,15747.67,original
150.0,7.91,PVC,ASTM A106 Grade B,600.0,20.8,2.12,1.17,14.79,12.0,Normal,8.48,191.13,original
200.0,8.98,Fiberglass,API 5L X65,900.0,-38.6,14.53,9.22,102.67,18.0,Critical,7.88,366.44,original
1200.0,38.03,Fiberglass,API 5L X52,900.0,-44.2,4.74,5.56,14.62,11.0,Critical,7.96,15747.67,original
1000.0,26.98,PVC,ASTM A106 Grade B,150.0,43.9,12.77,9.99,37.03,16.0,Critical,7.89,2806.44,original
150.0,9.73,Stainless Steel,ASTM A106 Grade B,600.0,56.0,8.07,3.18,32.68,2.0,Moderate,8.18,191.13,original
500.0,22.49,Stainless Steel,API 5L X65,1500.0,58.1,3.1,6.62,29.44,1.0,Critical,7.97,2605.76,original
300.0,7.2,Carbon Steel,API 5L X42,300.0,48.5,17.27,8.07,112.08,20.0,Critical,7.86,458.19,original
500.0,9.94,PVC,API 5L X65,150.0,28.1,12.68,1.32,13.28,13.0,Normal,8.39,673.26,original
150.0,6.69,Carbon Steel,ASTM A106 Grade B,300.0,66.2,2.1,9.6,143.5,6.0,Critical,7.98,98.77,original
200.0,6.76,Fiberglass,API 5L X65,300.0,51.1,15.15,9.35,138.31,8.0,Critical,7.87,189.36,original
200.0,6.26,PVC,API 5L X52,2500.0,74.8,12.94,8.02,128.12,24.0,Critical,7.89,366.44,original
800.0,14.7,HDPE,API 5L X52,1500.0,43.9,1.44,4.07,27.69,16.0,Moderate,8.24,6880.84,original
600.0,11.17,HDPE,ASTM A333 Grade 6,1500.0,115.7,17.93,0.81,7.25,15.0,Normal,8.35,3804.59,original
600.0,14.15,PVC,API 5L X42,150.0,86.4,9.07,4.49,31.73,18.0,Moderate,8.17,983.01,original
800.0,17.15,HDPE,API 5L X65,150.0,93.4,0.54,2.54,14.81,7.0,Moderate,8.25,1777.84,original
50.0,3.0,Carbon Steel,ASTM A333 Grade 6,150.0,30.9,9.2,4.13,137.67,17.0,Moderate,8.17,2.63,original
500.0,21.53,HDPE,ASTM A106 Grade B,300.0,47.7,16.95,3.11,14.44,13.0,Moderate,8.11,1346.53,original
1500.0,34.19,Fiberglass,API 5L X65,1500.0,81.2,10.4,7.15,20.91,1.0,Critical,7.91,24772.84,original
50.0,5.93,Fiberglass,ASTM A106 Grade B,2500.0,75.1,19.39,7.2,121.42,15.0,Critical,7.84,10.18,original
1200.0,33.06,Carbon Steel,ASTM A106 Grade B,900.0,-9.6,11.89,8.15,24.65,18.0,Critical,7.9,15747.67,original
100.0,6.31,Carbon Steel,API 5L X65,900.0,30.5,10.66,5.74,90.97,12.0,Critical,7.91,72.38,original
100.0,4.72,Stainless Steel,ASTM A106 Grade B,300.0,55.8,8.56,0.97,20.55,16.0,Normal,8.43,37.4,original
600.0,22.4,Stainless Steel,API 5L X65,1500.0,44.1,1.5,8.01,35.76,12.0,Critical,7.99,3804.59,original
300.0,17.34,Stainless Steel,ASTM A333 Grade 6,1500.0,46.2,14.96,4.81,27.74,6.0,Moderate,8.13,886.68,original
400.0,12.29,PVC,API 5L X42,300.0,-9.6,16.0,3.22,26.2,8.0,Moderate,8.12,843.92,original
1500.0,29.22,Stainless Steel,ASTM A106 Grade B,2500.0,-10.7,8.17,6.72,23.0,22.0,Critical,7.93,24772.84,original
100.0,5.99,Carbon Steel,API 5L X52,900.0,-6.7,8.83,3.77,62.94,14.0,Moderate,8.18,72.38,original
50.0,3.0,Fiberglass,API 5L X52,900.0,22.8,13.87,0.47,15.67,18.0,Normal,8.38,10.18,original
1500.0,38.34,Carbon Steel,ASTM A333 Grade 6,2500.0,22.3,14.44,5.57,14.53,21.0,Critical,7.88,24772.84,original
100.0,7.37,PVC,ASTM A106 Grade B,300.0,56.5,14.31,2.35,31.89,2.0,Moderate,8.13,37.4,original
800.0,27.17,HDPE,ASTM A333 Grade 6,2500.0,27.0,16.1,9.31,34.27,16.0,Critical,7.87,6880.84,original
800.0,12.37,HDPE,API 5L X65,900.0,-11.7,16.5,7.51,60.71,23.0,Critical,7.86,6880.84,original
100.0,5.58,Fiberglass,API 5L X42,300.0,43.4,12.52,4.45,79.75,21.0,Moderate,8.15,37.4,original
100.0,6.08,Carbon Steel,API 5L X42,150.0,86.7,10.71,2.81,46.22,21.0,Moderate,8.16,18.7,original
1200.0,23.76,Fiberglass,API 5L X42,300.0,-29.9,1.38,6.01,25.29,16.0,Critical,7.99,8137.61,original
300.0,9.39,Fiberglass,API 5L X52,150.0,41.2,11.27,4.09,43.56,20.0,Moderate,8.16,229.1,original
300.0,10.42,Fiberglass,ASTM A333 Grade 6,600.0,32.5,19.33,4.64,44.53,3.0,Moderate,8.09,886.68,original
800.0,29.29,HDPE,API 5L X42,150.0,76.1,10.21,7.0,23.9,3.0,Critical,7.91,1777.84,original
1500.0,32.91,Carbon Steel,API 5L X65,150.0,112.7,9.62,6.03,18.32,17.0,Critical,7.92,6400.68,original
200.0,11.11,Carbon Steel,ASTM A106 Grade B,150.0,6.1,14.49,3.41,30.69,23.0,Moderate,8.13,94.68,original
300.0,13.83,Carbon Steel,API 5L X42,300.0,76.0,11.2,2.95,21.33,3.0,Moderate,8.16,458.19,original
1000.0,29.05,PVC,ASTM A106 Grade B,1500.0,29.6,7.47,9.63,33.15,14.0,Critical,7.94,10861.87,original
1500.0,47.89,HDPE,ASTM A106 Grade B,2500.0,56.1,0.82,9.49,19.82,7.0,Critical,7.99,24772.84,original
50.0,5.33,Fiberglass,API 5L X42,900.0,95.9,13.51,3.77,70.73,13.0,Moderate,8.14,10.18,original
1000.0,33.31,Carbon Steel,API 5L X52,300.0,105.7,3.86,8.29,24.89,20.0,Critical,7.97,5612.87,original
400.0,18.41,Carbon Steel,ASTM A106 Grade B,2500.0,25.7,5.31,2.71,14.72,16.0,Moderate,8.21,1633.13,original
150.0,5.98,Stainless Steel,API 5L X52,2500.0,-20.8,6.05,6.14,102.68,20.0,Critical,7.95,191.13,original
800.0,29.96,Fiberglass,ASTM A106 Grade B,2500.0,29.0,1.98,2.13,7.11,15.0,Moderate,8.23,6880.84,original
300.0,8.74,HDPE,ASTM A106 Grade B,1500.0,43.5,15.97,8.42,96.34,25.0,Critical,7.87,886.68,original
150.0,5.21,Stainless Steel,API 5L X65,150.0,91.9,5.83,1.33,25.53,24.0,Normal,8.45,49.38,original
600.0,21.1,Carbon Steel,API 5L X52,1500.0,12.8,3.44,9.87,46.78,15.0,Critical,7.97,3804.59,original
1000.0,32.07,Stainless Steel,API 5L X52,150.0,100.7,0.3,4.46,13.91,22.0,Moderate,8.25,2806.44,original
100.0,5.72,Stainless Steel,ASTM A106 Grade B,150.0,-6.9,9.07,5.8,101.4,17.0,Critical,7.92,18.7,original
250.0,13.01,HDPE,API 5L X65,600.0,16.8,18.32,4.03,30.98,5.0,Moderate,8.1,598.28,original
500.0,21.57,Stainless Steel,ASTM A333 Grade 6,2500.0,-24.6,4.97,7.54,34.96,14.0,Critical,7.96,2605.76,original
200.0,10.76,Fiberglass,API 5L X42,1500.0,4.1,14.69,4.04,37.55,24.0,Moderate,8.13,366.44,original
400.0,18.8,PVC,ASTM A106 Grade B,900.0,28.7,3.18,3.37,17.93,4.0,Moderate,8.22,1633.13,original
600.0,24.05,PVC,ASTM A106 Grade B,2500.0,76.4,10.18,2.64,10.98,21.0,Moderate,8.17,3804.59,original
500.0,17.53,PVC,ASTM A106 Grade B,600.0,61.3,11.49,3.24,18.48,18.0,Moderate,8.15,2605.76,original
300.0,7.53,HDPE,ASTM A106 Grade B,900.0,0.5,2.82,1.99,26.43,7.0,Normal,8.48,886.68,original
600.0,26.89,HDPE,API 5L X52,600.0,34.5,19.09,3.55,13.2,5.0,Moderate,8.09,3804.59,original
250.0,11.74,Stainless Steel,API 5L X65,1500.0,53.8,7.49,8.13,69.25,19.0,Critical,7.94,598.28,original
800.0,14.26,PVC,ASTM A106 Grade B,300.0,-29.3,11.27,9.19,64.45,22.0,Critical,7.91,3555.68,original
400.0,18.46,HDPE,ASTM A106 Grade B,300.0,53.1,15.98,3.56,19.28,18.0,Moderate,8.12,843.92,original
1200.0,33.73,PVC,API 5L X65,150.0,45.3,10.81,7.41,21.97,20.0,Critical,7.91,4068.81,original
250.0,8.54,Fiberglass,API 5L X65,300.0,41.0,12.97,5.54,64.87,4.0,Critical,7.89,309.16,original
800.0,20.75,HDPE,ASTM A106 Grade B,150.0,-0.9,6.09,9.77,47.08,24.0,Critical,7.95,1777.84,original
1000.0,15.56,Stainless Steel,ASTM A333 Grade 6,300.0,74.8,3.19,4.24,27.25,20.0,Moderate,8.22,5612.87,original
50.0,4.69,HDPE,API 5L X42,150.0,13.4,0.67,2.43,51.81,18.0,Moderate,8.24,2.63,original
150.0,7.97,Fiberglass,API 5L X42,150.0,81.8,5.16,9.05,113.55,20.0,Critical,7.96,49.38,original
200.0,8.62,PVC,ASTM A106 Grade B,2500.0,50.6,10.45,5.2,60.32,17.0,Critical,7.91,366.44,original
100.0,4.13,Stainless Steel,API 5L X65,1500.0,34.0,13.27,4.98,120.58,21.0,Moderate,8.14,72.38,original
1000.0,21.65,PVC,API 5L X42,600.0,45.9,14.74,0.8,3.7,23.0,Normal,8.38,10861.87,original
1000.0,21.54,Stainless Steel,API 5L X65,600.0,33.3,1.88,2.09,9.7,6.0,Moderate,8.23,10861.87,original
250.0,9.52,HDPE,ASTM A333 Grade 6,600.0,83.7,19.54,9.39,98.63,13.0,Critical,7.84,598.28,original
250.0,8.56,Stainless Steel,ASTM A333 Grade 6,600.0,-2.6,8.07,8.43,98.48,7.0,Critical,7.93,598.28,original
200.0,8.86,HDPE,ASTM A106 Grade B,300.0,-40.4,9.44,7.99,90.18,3.0,Critical,7.92,189.36,original
100.0,7.89,Stainless Steel,ASTM A106 Grade B,600.0,-32.2,19.92,3.05,38.66,11.0,Moderate,8.08,72.38,original
100.0,5.25,Carbon Steel,API 5L X52,600.0,-19.8,17.61,9.96,189.71,19.0,Critical,7.85,72.38,original
100.0,7.07,Carbon Steel,API 5L X42,150.0,27.4,1.45,7.91,111.88,4.0,Critical,7.99,18.7,original
200.0,11.23,Carbon Steel,API 5L X52,1500.0,33.4,19.23,8.55,76.14,22.0,Critical,7.84,366.44,original
250.0,14.41,HDPE,API 5L X52,2500.0,-0.2,2.77,5.32,36.92,24.0,Critical,7.98,598.28,original
1000.0,27.26,HDPE,ASTM A106 Grade B,600.0,54.0,7.23,2.15,7.89,5.0,Moderate,8.19,10861.87,original
600.0,13.68,Carbon Steel,ASTM A333 Grade 6,300.0,84.8,2.05,7.14,52.19,6.0,Critical,7.98,1966.02,original
1500.0,47.8,Stainless Steel,ASTM A333 Grade 6,300.0,10.1,15.3,9.43,19.73,6.0,Critical,7.87,12801.37,original
800.0,29.51,HDPE,ASTM A333 Grade 6,300.0,128.8,3.09,9.75,33.04,1.0,Critical,7.97,3555.68,original
150.0,7.48,Stainless Steel,API 5L X65,900.0,80.5,8.07,0.18,2.41,11.0,Normal,8.43,191.13,original
600.0,26.47,HDPE,ASTM A333 Grade 6,2500.0,36.2,7.17,8.48,32.04,18.0,Critical,7.94,3804.59,original
300.0,13.68,Carbon Steel,API 5L X65,900.0,12.3,17.18,4.66,34.06,21.0,Moderate,8.11,886.68,original
300.0,9.59,Carbon Steel,ASTM A106 Grade B,1500.0,73.0,13.07,0.19,1.98,7.0,Normal,8.39,886.68,original
100.0,4.28,Stainless Steel,ASTM A333 Grade 6,900.0,83.1,5.11,7.92,185.05,1.0,Critical,7.96,72.38,original
800.0,21.96,Fiberglass,API 5L X42,600.0,19.0,10.82,0.43,1.96,12.0,Normal,8.41,6880.84,original
500.0,10.21,Carbon Steel,ASTM A333 Grade 6,300.0,68.3,16.88,9.25,90.6,19.0,Critical,7.86,1346.53,original
500.0,19.32,HDPE,API 5L X65,900.0,90.4,18.76,4.4,22.77,4.0,Moderate,8.09,2605.76,original
250.0,13.65,Fiberglass,API 5L X65,150.0,37.4,6.56,3.7,27.11,18.0,Moderate,8.2,154.58,original
200.0,10.98,HDPE,ASTM A333 Grade 6,600.0,20.6,9.9,6.62,60.29,6.0,Critical,7.92,366.44,original
800.0,31.24,Fiberglass,ASTM A106 Grade B,300.0,108.5,3.05,9.35,29.93,13.0,Critical,7.97,3555.68,original
500.0,20.02,Stainless Steel,API 5L X65,900.0,17.1,9.57,1.08,5.39,7.0,Normal,8.42,2605.76,original
500.0,11.35,Stainless Steel,API 5L X65,600.0,57.8,18.93,2.5,22.03,17.0,Moderate,8.09,2605.76,original
600.0,29.1,Fiberglass,API 5L X65,1500.0,3.4,19.05,8.2,28.18,7.0,Critical,7.84,3804.59,original
600.0,17.64,Carbon Steel,ASTM A333 Grade 6,150.0,44.9,0.62,5.22,29.59,10.0,Critical,7.99,983.01,original
150.0,8.75,Fiberglass,ASTM A333 Grade 6,900.0,3.7,16.84,3.84,43.89,17.0,Moderate,8.11,191.13,original
400.0,11.43,Fiberglass,ASTM A106 Grade B,1500.0,77.6,16.88,0.56,4.9,10.0,Normal,8.36,1633.13,original
500.0,15.27,HDPE,ASTM A106 Grade B,150.0,43.7,19.41,8.01,52.46,25.0,Critical,7.84,673.26,original
100.0,5.45,Stainless Steel,ASTM A106 Grade B,600.0,12.4,14.13,8.86,162.57,11.0,Critical,7.88,72.38,original
100.0,5.78,Carbon Steel,API 5L X65,900.0,49.4,13.28,0.07,1.21,14.0,Normal,8.39,72.38,original
150.0,7.52,Stainless Steel,API 5L X65,600.0,3.9,6.91,3.12,41.49,16.0,Moderate,8.19,191.13,original
50.0,4.73,HDPE,ASTM A106 Grade B,150.0,-26.1,6.97,1.24,26.22,11.0,Normal,8.44,2.63,original
150.0,9.06,PVC,API 5L X52,300.0,41.6,8.06,5.92,65.34,23.0,Critical,7.93,98.77,original
250.0,11.12,PVC,API 5L X52,150.0,50.1,10.85,0.34,3.06,21.0,Normal,8.41,154.58,original
200.0,7.76,PVC,ASTM A106 Grade B,600.0,73.9,6.25,0.82,10.57,10.0,Normal,8.45,366.44,original
1000.0,28.91,Fiberglass,API 5L X52,600.0,69.6,16.07,6.87,23.76,22.0,Critical,7.87,10861.87,original
200.0,11.71,Stainless Steel,ASTM A106 Grade B,300.0,104.8,0.59,8.29,70.79,21.0,Critical,8.0,189.36,original
150.0,9.62,Fiberglass,ASTM A106 Grade B,150.0,126.0,8.47,3.19,33.16,10.0,Moderate,8.18,49.38,original
150.0,5.71,HDPE,ASTM A333 Grade 6,600.0,50.1,2.81,5.52,96.67,16.0,Critical,7.98,191.13,original
250.0,8.98,HDPE,API 5L X42,2500.0,3.0,15.03,2.72,30.29,25.0,Moderate,8.12,598.28,original
200.0,9.26,HDPE,ASTM A333 Grade 6,300.0,95.9,15.17,0.39,4.21,11.0,Normal,8.37,189.36,original
50.0,4.88,Carbon Steel,API 5L X42,600.0,23.9,12.19,1.94,39.75,2.0,Normal,8.4,10.18,original
800.0,26.68,Stainless Steel,ASTM A106 Grade B,150.0,77.3,1.72,1.7,6.37,2.0,Normal,8.49,1777.84,original
800.0,28.91,HDPE,API 5L X52,2500.0,113.9,7.13,6.97,24.11,11.0,Critical,7.94,6880.84,original
1200.0,19.06,Carbon Steel,ASTM A333 Grade 6,600.0,10.0,18.3,0.64,3.36,24.0,Normal,8.35,15747.67,original
600.0,17.16,HDPE,API 5L X52,150.0,47.0,4.92,7.12,41.49,2.0,Critical,7.96,983.01,original
150.0,5.41,Fiberglass,ASTM A333 Grade 6,1500.0,44.1,9.25,8.4,155.27,8.0,Critical,7.92,191.13,original
300.0,17.74,HDPE,API 5L X42,2500.0,28.4,1.77,0.85,4.79,15.0,Normal,8.49,886.68,original
1200.0,35.19,HDPE,ASTM A333 Grade 6,600.0,45.8,7.81,3.15,8.95,22.0,Moderate,8.18,15747.67,original
300.0,13.22,Carbon Steel,API 5L X65,300.0,-25.0,17.49,1.06,8.02,12.0,Normal,8.35,458.19,original
1500.0,42.02,PVC,API 5L X52,900.0,21.2,9.66,7.87,18.73,10.0,Critical,7.92,24772.84,original
250.0,12.72,HDPE,ASTM A333 Grade 6,150.0,49.0,8.12,2.68,21.07,13.0,Moderate,8.18,154.58,original
500.0,21.07,HDPE,ASTM A333 Grade 6,600.0,83.4,9.54,1.16,5.51,1.0,Normal,8.42,2605.76,original
100.0,4.52,Stainless Steel,API 5L X42,300.0,-25.5,0.61,7.73,171.02,21.0,Critical,7.99,37.4,original
600.0,12.67,Carbon Steel,API 5L X52,600.0,60.0,0.91,8.3,65.51,20.0,Critical,7.99,3804.59,original
400.0,15.28,Carbon Steel,API 5L X52,600.0,13.1,4.66,0.1,0.65,22.0,Normal,8.46,1633.13,original
1000.0,26.76,Fiberglass,API 5L X42,2500.0,44.5,19.02,3.99,14.91,2.0,Moderate,8.09,10861.87,original
1200.0,31.17,Carbon Steel,ASTM A333 Grade 6,150.0,6.4,17.64,0.37,1.19,10.0,Normal,8.35,4068.81,original
250.0,8.39,HDPE,API 5L X42,900.0,-18.0,19.43,4.67,55.66,14.0,Moderate,8.09,598.28,original
1200.0,27.97,Stainless Steel,ASTM A106 Grade B,150.0,22.8,8.28,5.33,19.06,18.0,Critical,7.93,4068.81,original
300.0,14.98,PVC,API 5L X65,150.0,-36.3,8.76,9.45,63.08,13.0,Critical,7.93,229.1,original
1000.0,19.34,PVC,ASTM A106 Grade B,300.0,33.5,5.84,8.87,45.86,23.0,Critical,7.95,5612.87,original
500.0,21.07,Stainless Steel,ASTM A333 Grade 6,900.0,121.1,19.73,6.19,29.38,9.0,Critical,7.84,2605.76,original
400.0,17.35,Carbon Steel,ASTM A333 Grade 6,900.0,9.6,13.27,7.76,44.73,20.0,Critical,7.89,1633.13,original
1500.0,32.52,Stainless Steel,API 5L X42,300.0,50.3,16.56,1.61,4.95,4.0,Normal,8.36,12801.37,original
150.0,5.67,Stainless Steel,API 5L X52,300.0,21.1,14.81,2.16,38.1,2.0,Moderate,8.13,98.77,original
50.0,5.84,PVC,ASTM A333 Grade 6,1500.0,63.9,19.37,4.08,69.86,18.0,Moderate,8.09,10.18,original
250.0,7.48,Stainless Steel,ASTM A333 Grade 6,2500.0,22.4,16.24,1.07,14.3,8.0,Normal,8.36,598.28,original
50.0,5.1,Carbon Steel,API 5L X42,1500.0,123.1,16.93,5.24,102.75,21.0,Critical,7.86,10.18,original
600.0,26.1,Carbon Steel,ASTM A333 Grade 6,900.0,-34.0,7.16,7.0,26.82,3.0,Critical,7.94,3804.59,original
800.0,17.68,Carbon Steel,API 5L X52,600.0,-8.1,11.35,9.76,55.2,15.0,Critical,7.91,6880.84,original
150.0,8.14,HDPE,API 5L X42,600.0,80.5,0.6,3.07,37.71,20.0,Moderate,8.24,191.13,original
300.0,8.61,Stainless Steel,ASTM A106 Grade B,600.0,89.5,6.63,0.01,0.12,21.0,Normal,8.44,886.68,original
1200.0,29.77,Carbon Steel,API 5L X42,150.0,124.8,6.59,7.7,25.86,17.0,Critical,7.95,4068.81,original
1500.0,33.67,Carbon Steel,API 5L X65,900.0,63.0,18.34,3.72,11.05,8.0,Moderate,8.1,24772.84,original
1200.0,34.1,PVC,API 5L X65,150.0,75.2,13.57,0.53,1.55,10.0,Normal,8.39,4068.81,original
250.0,14.04,Carbon Steel,ASTM A106 Grade B,900.0,14.2,18.33,5.0,35.61,5.0,Moderate,8.1,598.28,original
500.0,11.64,PVC,ASTM A106 Grade B,300.0,25.0,10.3,7.78,66.84,24.0,Critical,7.91,1346.53,original
150.0,7.88,Stainless Steel,API 5L X65,600.0,25.2,2.58,1.79,22.72,2.0,Normal,8.48,191.13,original
600.0,15.66,Stainless Steel,ASTM A333 Grade 6,900.0,37.8,6.92,0.44,2.81,5.0,Normal,8.44,3804.59,original
400.0,18.59,HDPE,API 5L X52,150.0,45.5,7.49,8.65,46.53,11.0,Critical,7.94,421.96,original
300.0,13.55,HDPE,API 5L X42,1500.0,29.0,7.94,4.79,35.35,7.0,Moderate,8.18,886.68,original
250.0,9.01,HDPE,API 5L X65,1500.0,8.1,14.67,7.8,86.57,16.0,Critical,7.88,598.28,original
400.0,12.1,HDPE,API 5L X52,2500.0,51.2,3.4,4.52,37.36,16.0,Moderate,8.22,1633.13,original
600.0,22.48,Fiberglass,ASTM A333 Grade 6,600.0,73.3,14.86,5.51,24.51,12.0,Critical,7.88,3804.59,original
300.0,10.32,Carbon Steel,ASTM A106 Grade B,150.0,10.0,13.16,5.12,49.61,19.0,Critical,7.89,229.1,original
500.0,14.46,PVC,ASTM A106 Grade B,600.0,-15.3,15.12,2.94,20.33,23.0,Moderate,8.12,2605.76,original
1200.0,21.53,HDPE,API 5L X52,900.0,17.2,19.61,6.89,32.0,24.0,Critical,7.84,15747.67,original
100.0,4.1,HDPE,ASTM A106 Grade B,900.0,-36.6,9.98,5.68,138.54,19.0,Critical,7.92,72.38,original
1500.0,40.48,PVC,API 5L X65,1500.0,98.3,9.95,4.61,11.39,18.0,Moderate,8.17,24772.84,original
150.0,6.56,Stainless Steel,ASTM A333 Grade 6,150.0,76.9,9.65,6.62,100.91,18.0,Critical,7.92,49.38,original
1200.0,33.44,Fiberglass,API 5L X65,300.0,69.9,8.39,7.09,21.2,5.0,Critical,7.93,8137.61,original
250.0,14.39,Stainless Steel,API 5L X52,1500.0,53.2,17.67,9.08,63.1,10.0,Critical,7.85,598.28,original
800.0,19.01,Stainless Steel,ASTM A106 Grade B,150.0,67.6,16.13,7.98,41.98,5.0,Critical,7.87,1777.84,original
400.0,15.24,Carbon Steel,API 5L X52,150.0,38.5,7.57,1.6,10.5,13.0,Normal,8.44,421.96,original
50.0,3.27,Stainless Steel,API 5L X42,300.0,41.0,0.64,3.03,92.66,9.0,Moderate,8.24,5.26,original
300.0,7.91,HDPE,API 5L X42,1500.0,20.7,10.81,2.29,28.95,12.0,Moderate,8.16,886.68,original
400.0,19.86,Carbon Steel,ASTM A333 Grade 6,2500.0,43.1,2.27,2.18,10.98,1.0,Moderate,8.23,1633.13,original
50.0,4.44,Carbon Steel,API 5L X65,900.0,79.4,6.13,6.24,140.54,24.0,Critical,7.95,10.18,original
800.0,19.04,PVC,API 5L X65,150.0,111.0,0.01,5.01,26.31,6.0,Critical,8.0,1777.84,original
250.0,9.98,HDPE,API 5L X52,900.0,53.2,3.57,3.4,34.07,11.0,Moderate,8.22,598.28,original
100.0,4.34,Fiberglass,ASTM A333 Grade 6,1500.0,22.6,7.12,1.62,37.33,3.0,Normal,8.44,72.38,original
150.0,9.38,Stainless Steel,API 5L X52,1500.0,29.5,10.11,2.41,25.69,1.0,Moderate,8.17,191.13,original
400.0,15.39,Fiberglass,ASTM A333 Grade 6,150.0,119.6,16.37,8.0,51.98,14.0,Critical,7.86,421.96,original
1500.0,37.59,Stainless Steel,API 5L X42,900.0,69.7,11.87,1.39,3.7,7.0,Normal,8.4,24772.84,original
1500.0,30.85,Carbon Steel,ASTM A106 Grade B,900.0,18.5,12.39,8.37,27.13,24.0,Critical,7.9,24772.84,original
1200.0,36.08,Carbon Steel,API 5L X52,1500.0,17.7,10.34,4.61,12.78,14.0,Moderate,8.16,15747.67,original
1500.0,40.66,Stainless Steel,API 5L X42,1500.0,90.8,8.74,0.53,1.3,17.0,Normal,8.43,24772.84,original
200.0,7.73,Stainless Steel,ASTM A333 Grade 6,150.0,51.4,17.0,0.49,6.34,4.0,Normal,8.36,94.68,original
250.0,10.72,HDPE,ASTM A333 Grade 6,900.0,-8.5,5.3,5.51,51.4,13.0,Critical,7.96,598.28,original
250.0,9.25,PVC,API 5L X65,150.0,28.1,9.2,4.56,49.3,18.0,Moderate,8.17,154.58,original
50.0,5.61,Fiberglass,ASTM A333 Grade 6,2500.0,1.3,3.5,9.53,169.88,8.0,Critical,7.97,10.18,original
150.0,9.71,HDPE,API 5L X65,900.0,11.6,3.38,2.72,28.01,24.0,Moderate,8.22,191.13,original
100.0,6.21,PVC,API 5L X52,1500.0,50.5,19.94,4.78,76.97,4.0,Moderate,8.08,72.38,original
1500.0,22.39,HDPE,API 5L X52,1500.0,57.9,12.28,2.8,12.51,20.0,Moderate,8.15,24772.84,original
1500.0,45.28,Carbon Steel,API 5L X52,900.0,9.2,17.55,1.13,2.5,6.0,Normal,8.35,24772.84,original
1000.0,22.05,Stainless Steel,API 5L X52,1500.0,29.4,0.25,7.56,34.29,4.0,Critical,8.0,10861.87,original
250.0,11.53,Fiberglass,ASTM A106 Grade B,300.0,-9.0,9.6,1.84,15.96,22.0,Normal,8.42,309.16,original
50.0,5.28,Carbon Steel,ASTM A106 Grade B,900.0,53.5,19.26,0.86,16.29,17.0,Normal,8.34,10.18,original
1200.0,30.85,Stainless Steel,ASTM A333 Grade 6,2500.0,67.6,7.07,8.9,28.85,19.0,Critical,7.94,15747.67,original
1200.0,38.85,PVC,ASTM A106 Grade B,900.0,77.4,11.5,0.03,0.08,18.0,Normal,8.4,15747.67,original
1000.0,31.79,HDPE,ASTM A333 Grade 6,2500.0,19.9,7.87,8.45,26.58,12.0,Critical,7.93,10861.87,original
100.0,5.28,HDPE,API 5L X52,1500.0,-0.5,0.88,2.37,44.89,18.0,Moderate,8.24,72.38,original
50.0,3.72,Fiberglass,API 5L X42,1500.0,89.2,7.29,2.28,61.29,6.0,Moderate,8.19,10.18,original
